Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2022-23,28530,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Transportation and communication,No Value
2022-23,422855,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Services,No Value
2022-23,15311,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Supplies and equipment,No Value
2022-23,174829,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Salaries and wages,No Value
2022-23,16572,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Employee benefits,No Value
2022-23,362,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Transportation and communication,No Value
2022-23,48209,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Services,No Value
2022-23,8273168,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Salaries and wages,No Value
2022-23,1180108,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Employee benefits,No Value
2022-23,111820,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Transportation and communication,No Value
2022-23,2712120,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Services,No Value
2022-23,198478,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Supplies and equipment,No Value
2022-23,352631,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Salaries and wages,No Value
2022-23,66724,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Employee benefits,No Value
2022-23,11287,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Transportation and communication,No Value
2022-23,3482306,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Services,No Value
2022-23,2176,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Supplies and equipment,No Value
2022-23,-1764594,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Recoveries,No Value
2022-23,6827505,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Salaries and wages,No Value
2022-23,968320,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Employee benefits,No Value
2022-23,290856,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Transportation and communication,No Value
2022-23,2076362,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Services,No Value
2022-23,16111,"Labour, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Supplies and equipment,No Value
2022-23,66768585,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Salaries and wages,No Value
2022-23,10802715,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Employee benefits,No Value
2022-23,1570228,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transportation and communication,No Value
2022-23,12628689,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Services,No Value
2022-23,939898,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Supplies and equipment,No Value
2022-23,120718,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transfer payments,Grants to Promote Improved Health and Safety Practices
2022-23,505200,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Salaries and wages,No Value
2022-23,75900,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Employee benefits,No Value
2022-23,8200,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Transportation and communication,No Value
2022-23,5600,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Services,No Value
2022-23,10400,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Supplies and equipment,No Value
2022-23,7557646,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Salaries and wages,No Value
2022-23,2250358,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Employee benefits,No Value
2022-23,99249,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Transportation and communication,No Value
2022-23,1858282,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Services,No Value
2022-23,76268,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Supplies and equipment,No Value
2022-23,2355363,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Salaries and wages,No Value
2022-23,636561,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Employee benefits,No Value
2022-23,32566,"Labour, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Transportation and communication,No Value
