Year,Amount ($),Ministry Name (Level 1),"Expenditure Category (Operating / Capital)
(Level 2)","Program Name
(Level 3)","Activity / Item
(Level 4)","Sub-Item 
(Level 5)",Standard Account (Expense/Asset Name) (Level 6),"Account Details (Expense/Asset Details) 
(Level 7)"
2016-17,"5,917",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,
2016-17,"16,494",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,
2016-17,"173,622",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,
2016-17,"445,630",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,
2016-17,"979,943",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,
2016-17,"12,930",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,
2016-17,"44,451",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,
2016-17,"133,665",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,
2016-17,"257,463",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,
2016-17,"2,063,165",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,
2016-17,"-34,000",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Recoveries,
2016-17,"151,726",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Supplies and equipment,
2016-17,"203,220",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Transportation and communication,
2016-17,"745,131",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Employee benefits,
2016-17,"5,213,950",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Salaries and wages,
2016-17,"6,454,491",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Controllership,Services,
2016-17,"20,000",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, Executive Council Act"
2016-17,"49,301",Ministry Of The Environment And Climate Change,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, Executive Council Act"
2016-17,"73,051",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Supplies and equipment,
2016-17,"330,000",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Transportation and communication,
2016-17,"1,000,000",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Transfer Payments,Grants Supporting Climate Change Initiatives
2016-17,"2,063,107",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Employee benefits,
2016-17,"3,141,535",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Transfer Payments,Climate Change
2016-17,"14,933,531",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Salaries and wages,
2016-17,"18,489,535",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Environmental Planning and Analysis,,Services,
2016-17,"207,632",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Supplies and equipment,
2016-17,"295,623",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Transportation and communication,
2016-17,"1,218,525",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Transfer Payments,Grants Supporting Environmental Partnerships and Action
2016-17,"1,821,895",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Transfer Payments,"Grants Supporting Dialogue, Engagement and Collaboration"
2016-17,"2,613,424",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Employee benefits,
2016-17,"10,584,979",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Services,
2016-17,"17,115,106",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Planning And Analysis,Program Design and Implementation Planning,,Salaries and wages,
2016-17,"247,000",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Transfer Payments,Grants for Action on Climate Change
2016-17,"1,157,551",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Transportation and communication,
2016-17,"1,862,891",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Transfer Payments,Grants Supporting Science and Technical Research
2016-17,"4,032,702",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Supplies and equipment,
2016-17,"5,650,677",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Employee benefits,
2016-17,"22,873,284",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Services,
2016-17,"36,762,603",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Science And Information,Environmental Science and Information,,Salaries and wages,
2016-17,"124,719",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Approvals,,Supplies and equipment,
2016-17,"238,166",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Approvals,,Transportation and communication,
2016-17,"2,463,768",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Approvals,,Employee benefits,
2016-17,"5,914,113",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Approvals,,Services,
2016-17,"15,956,261",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Approvals,,Salaries and wages,
2016-17,"-270,437",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Compliance,,Recoveries,
2016-17,"270,437",Ministry Of The Environment And Climate Change,Operating Expense,Environmental Protection,Environmental Compliance,,Transfer Payments,Community Remediation and Restoration
