Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"2,835,000","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Transportation and Innovation
2017-18,"5,327,927","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Strategic Jobs and Investment Fund
2017-18,"17,500","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Small Business Access
2017-18,"6,491,878","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Sector Support Grants
2017-18,"7,185,000","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Ontario Small Business Innovation Challenge Pilot
2017-18,"6,553,753","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Ontario Small Beer Manufacturers' Tax Credit
2017-18,"253,359","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Jobs and Prosperity Fund Interest Incentives
2017-18,"182,556,916","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Jobs and Prosperity Fund
2017-18,"39,885","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Investment Ready: Certified Site
2017-18,"600,000","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Grants in Support of Business Development
2017-18,"1,000,000","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,FinTech Access to Capital Pilot Grant in Support of Business Development
2017-18,"8,010,000","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transfer payments,Automotive Supplier Competitiveness Improvement Program
2017-18,"461,187","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Supplies and equipment,No Value
2017-18,"17,036,358","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Services,No Value
2017-18,"1,577,811","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Transportation and communication,No Value
2017-18,"3,802,009","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Employee benefits,No Value
2017-18,"29,675,927","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Economic Development and Growth Program,Economic Development and Growth,"Economic Development, Investment and Industry",Salaries and wages,No Value
2017-18,"16,667","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2017-18,"98,602","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Ministers' Salaries, the Executive Council Act"
2017-18,"1,046,002","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,No Value
2017-18,"11,264","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2017-18,"2,205,387","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2017-18,"20,377","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2017-18,"98,758","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2017-18,"706,874","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2017-18,"70,524","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2017-18,"396,189","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"2,889,229","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"33,562","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2017-18,"133,859","Economic Development and Growth / Research, Innovation and Science",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
