Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,378261,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Employee benefits,No Value
2023-24,8577,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
2023-24,9763212,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2023-24,2767,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Supplies and equipment,No Value
2023-24,49301,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,16667,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,222800,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,11259441,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Salaries and wages,No Value
2023-24,1446227,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Employee benefits,No Value
2023-24,56389,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transportation and communication,No Value
2023-24,2024247,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Services,No Value
2023-24,20360,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Supplies and equipment,No Value
2023-24,2000000,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transfer payments,Environmental Planning and Action
2023-24,123000,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transfer payments,Indigenous Engagement and Collaboration
2023-24,5600000,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transfer payments,Walkerton Clean Water Centre
2023-24,29350954,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Salaries and wages,No Value
2023-24,4470280,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Employee benefits,No Value
2023-24,567723,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Transportation and communication,No Value
2023-24,4803977,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Services,No Value
2023-24,1894831,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Supplies and equipment,No Value
2023-24,124000,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Transfer payments,Environmental Science and Technical Research
2023-24,79639325,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Salaries and wages,No Value
2023-24,12223843,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Employee benefits,No Value
2023-24,1184766,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Transportation and communication,No Value
2023-24,6629684,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Services,No Value
2023-24,1090935,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Supplies and equipment,No Value
2023-24,99495,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Transfer payments,Ontario Community Environment Fund
2023-24,11763356,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Transfer payments,Wastewater Surveillance Initiative
2023-24,-99495,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Environmental Compliance and Enforcement,No Value,Recoveries,No Value
2023-24,271291,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Indigenous Drinking Water Program,No Value,Salaries and wages,No Value
2023-24,33247,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Indigenous Drinking Water Program,No Value,Employee benefits,No Value
2023-24,725,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Indigenous Drinking Water Program,No Value,Transportation and communication,No Value
2023-24,900,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Indigenous Drinking Water Program,No Value,Services,No Value
2023-24,860000,"Environment, Conservation and Parks",Operating Expense,Environmental Compliance and Operations,Indigenous Drinking Water Program,No Value,Transfer payments,Indigenous Community Drinking Water
2023-24,24173913,"Environment, Conservation and Parks",Operating Expense,Environmental Assessment and Permissions,Environmental Assessment and Permissions,No Value,Salaries and wages,No Value
2023-24,3267690,"Environment, Conservation and Parks",Operating Expense,Environmental Assessment and Permissions,Environmental Assessment and Permissions,No Value,Employee benefits,No Value
2023-24,120661,"Environment, Conservation and Parks",Operating Expense,Environmental Assessment and Permissions,Environmental Assessment and Permissions,No Value,Transportation and communication,No Value
2023-24,3389859,"Environment, Conservation and Parks",Operating Expense,Environmental Assessment and Permissions,Environmental Assessment and Permissions,No Value,Services,No Value
2023-24,35094,"Environment, Conservation and Parks",Operating Expense,Environmental Assessment and Permissions,Environmental Assessment and Permissions,No Value,Supplies and equipment,No Value
2023-24,9901653,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Salaries and wages,No Value
2023-24,1213749,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Employee benefits,No Value
2023-24,61518,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Transportation and communication,No Value
2023-24,1474169,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Services,No Value
2023-24,16369,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Supplies and equipment,No Value
2023-24,87000,"Environment, Conservation and Parks",Operating Expense,Climate Change and Resiliency,Climate Change and Resiliency,No Value,Transfer payments,Climate Change
2023-24,81508280,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Salaries and wages,No Value
2023-24,10946703,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Employee benefits,No Value
2023-24,2111464,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Transportation and communication,No Value
2023-24,39468811,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Services,No Value
2023-24,29805452,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Supplies and equipment,No Value
2023-24,30000,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Transfer payments,Ontario Parks Resource Stewardship
2023-24,6345000,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Transfer payments,Conservation Partnership
2023-24,-144203470,"Environment, Conservation and Parks",Operating Expense,Land and Water,Ontario Parks,No Value,Recoveries,No Value
2023-24,14950291,"Environment, Conservation and Parks",Operating Expense,Land and Water,Conservation and Water Protection,No Value,Salaries and wages,No Value
2023-24,2156397,"Environment, Conservation and Parks",Operating Expense,Land and Water,Conservation and Water Protection,No Value,Employee benefits,No Value
